name	x	y	z	size	group	type
G1	17.420339	-46.648247	89.994431	n/a	G	grid
G2	18.106030	-35.790594	87.816305	n/a	G	grid
G3	19.342978	-24.997782	87.287938	n/a	G	grid
G4	20.530660	-13.409389	85.921082	n/a	G	grid
G5	21.070705	-1.664380	81.908507	n/a	G	grid
G6	21.041667	9.199534	76.238282	n/a	G	grid
G7	21.641625	20.540533	72.985668	n/a	G	grid
G8	21.004884	29.234919	66.802929	n/a	G	grid
G9	23.662452	-50.812758	84.489965	n/a	G	grid
G10	25.503126	-40.771525	84.633357	n/a	G	grid
G11	27.443376	-29.571969	84.259930	n/a	G	grid
G12	29.332461	-17.226035	83.108148	n/a	G	grid
G13	30.012095	-4.375924	78.723127	n/a	G	grid
G14	30.290160	8.005358	73.613667	n/a	G	grid
G15	30.279893	19.619541	68.278764	n/a	G	grid
G16	29.362457	29.249607	61.875951	n/a	G	grid
G17	29.531423	-54.128810	76.690398	n/a	G	grid
G18	33.299404	-45.792878	79.304887	n/a	G	grid
G19	34.302319	-33.467415	75.588667	n/a	G	grid
G20	39.393251	-21.740307	78.723937	n/a	G	grid
G21	39.817688	-7.858384	73.313666	n/a	G	grid
G22	40.519613	5.772847	68.482441	n/a	G	grid
G23	40.797764	18.862975	63.258350	n/a	G	grid
G24	39.456654	29.635071	56.525325	n/a	G	grid
G25	36.273165	-58.516722	70.180442	n/a	G	grid
G26	39.797685	-49.438160	70.250218	n/a	G	grid
G27	42.758629	-38.254893	68.803950	n/a	G	grid
G28	49.057802	-26.568098	70.753241	n/a	G	grid
G29	50.717383	-11.957228	66.443709	n/a	G	grid
G30	51.644188	2.700952	61.324990	n/a	G	grid
G31	50.922893	16.188775	54.924686	n/a	G	grid
G32	47.816897	26.530717	47.280954	n/a	G	grid
G33	42.846082	-62.538116	62.723830	n/a	G	grid
G34	47.863681	-54.423653	62.932324	n/a	G	grid
G35	54.163329	-44.697351	63.412069	n/a	G	grid
G36	58.143396	-31.422682	60.843439	n/a	G	grid
G37	60.752436	-16.633941	56.705586	n/a	G	grid
G38	60.661297	-1.769670	50.636776	n/a	G	grid
G39	59.260767	11.819931	44.148653	n/a	G	grid
G40	56.427623	23.166135	37.534748	n/a	G	grid
G41	49.214428	-66.272926	54.815385	n/a	G	grid
G42	54.788783	-58.382411	53.913785	n/a	G	grid
G43	61.054629	-48.618504	52.625231	n/a	G	grid
G44	64.859864	-35.594673	49.061434	n/a	G	grid
G45	67.373498	-21.259942	44.454898	n/a	G	grid
G46	66.564464	-6.814457	38.406372	n/a	G	grid
G47	66.091508	6.835028	32.770235	n/a	G	grid
G48	62.254244	17.886580	26.685747	n/a	G	grid
G49	53.208871	-67.591778	45.492640	n/a	G	grid
G50	59.083452	-60.281583	43.599701	n/a	G	grid
G51	63.990905	-50.317578	40.590531	n/a	G	grid
G52	68.623111	-38.656819	36.927628	n/a	G	grid
G53	70.194757	-25.151712	31.967882	n/a	G	grid
G54	68.493143	-11.712194	26.373233	n/a	G	grid
G55	67.846689	0.827351	21.269614	n/a	G	grid
G56	66.392416	12.272772	16.308439	n/a	G	grid
G57	56.614105	-68.569722	36.977322	n/a	G	grid
G58	60.546575	-60.146126	33.455217	n/a	G	grid
G59	67.042650	-52.075993	30.296878	n/a	G	grid
G60	70.541112	-40.847288	25.941395	n/a	G	grid
G61	71.388762	-28.286042	21.049322	n/a	G	grid
G62	72.107908	-15.879964	16.184440	n/a	G	grid
G63	68.427425	-4.417022	11.517449	n/a	G	grid
G64	67.119772	6.107448	7.068624	n/a	G	grid
LAT1	24.380182	-19.687265	40.873409	n/a	LAT	depth
LAT2	27.821951	-20.175025	45.422262	n/a	LAT	depth
LAT3	31.263720	-20.662785	49.971116	n/a	LAT	depth
LAT4	34.705489	-21.150545	54.519969	n/a	LAT	depth
LAT5	38.147258	-21.638306	59.068823	n/a	LAT	depth
LAT6	41.589027	-22.126066	63.617676	n/a	LAT	depth
MED1	20.841351	-17.782424	48.604425	n/a	MED	depth
MED2	22.915245	-18.321207	54.182605	n/a	MED	depth
MED3	24.989139	-18.859991	59.760784	n/a	MED	depth
MED4	27.063033	-19.398775	65.338964	n/a	MED	depth
MED5	29.136927	-19.937558	70.917143	n/a	MED	depth
MED6	31.210821	-20.476342	76.495323	n/a	MED	depth
