name	x	y	z	size	group	type
G1	-53.545488	-66.050053	11.216296	n/a	G	grid
G2	-58.148545	-60.416155	9.557884	n/a	G	grid
G3	-61.166064	-52.355007	7.921196	n/a	G	grid
G4	-64.139861	-43.438811	6.195847	n/a	G	grid
G5	-65.528382	-33.240146	4.620137	n/a	G	grid
G6	-66.473119	-22.729575	3.087198	n/a	G	grid
G7	-65.526155	-12.139909	1.900656	n/a	G	grid
G8	-63.367215	-2.269287	1.017235	n/a	G	grid
G9	-51.251586	-66.725575	19.638287	n/a	G	grid
G10	-56.302481	-61.148422	18.608575	n/a	G	grid
G11	-60.315444	-53.203406	17.330760	n/a	G	grid
G12	-63.210841	-43.468583	15.880107	n/a	G	grid
G13	-65.318539	-32.680711	14.332506	n/a	G	grid
G14	-66.447036	-21.255457	12.748014	n/a	G	grid
G15	-65.128546	-9.767498	11.273469	n/a	G	grid
G16	-61.416763	0.552917	10.063230	n/a	G	grid
G17	-49.193637	-67.888158	28.940921	n/a	G	grid
G18	-53.700397	-61.439727	28.552324	n/a	G	grid
G19	-58.267657	-53.426232	27.959121	n/a	G	grid
G20	-61.011113	-42.938935	26.807894	n/a	G	grid
G21	-63.658645	-31.606064	25.528108	n/a	G	grid
G22	-64.887680	-19.367061	23.952123	n/a	G	grid
G23	-63.330433	-7.143139	22.044546	n/a	G	grid
G24	-61.015949	4.052006	20.182543	n/a	G	grid
G25	-45.264058	-67.228811	38.481158	n/a	G	grid
G26	-50.175806	-61.105890	39.143344	n/a	G	grid
G27	-55.029877	-52.989163	39.491516	n/a	G	grid
G28	-59.535007	-42.838395	39.424676	n/a	G	grid
G29	-62.188780	-30.507118	38.435823	n/a	G	grid
G30	-61.240904	-17.071613	36.120834	n/a	G	grid
G31	-59.155938	-4.463061	33.561358	n/a	G	grid
G32	-57.772241	7.250758	31.358190	n/a	G	grid
G33	-40.857361	-66.137611	48.182119	n/a	G	grid
G34	-45.693729	-60.029304	49.974890	n/a	G	grid
G35	-50.490391	-51.746028	51.392077	n/a	G	grid
G36	-55.060611	-41.300670	52.329998	n/a	G	grid
G37	-55.670170	-27.897072	50.522744	n/a	G	grid
G38	-55.693752	-14.517278	48.384308	n/a	G	grid
G39	-51.878883	-2.153069	44.212446	n/a	G	grid
G40	-50.062584	9.021414	41.380290	n/a	G	grid
G41	-35.342946	-63.650855	57.029496	n/a	G	grid
G42	-38.944982	-56.634597	59.015677	n/a	G	grid
G43	-43.348172	-48.531021	61.512041	n/a	G	grid
G44	-46.124618	-37.450688	62.037191	n/a	G	grid
G45	-47.346712	-24.815911	60.908338	n/a	G	grid
G46	-43.633438	-11.901389	55.351798	n/a	G	grid
G47	-43.890095	-0.202578	53.538343	n/a	G	grid
G48	-42.593895	10.546919	50.524701	n/a	G	grid
G49	-27.791934	-57.877193	62.178992	n/a	G	grid
G50	-30.762725	-51.261701	64.781341	n/a	G	grid
G51	-32.527210	-41.970620	65.283536	n/a	G	grid
G52	-36.550486	-33.151567	68.790697	n/a	G	grid
G53	-37.542267	-21.450542	67.810564	n/a	G	grid
G54	-36.521292	-9.639974	64.206593	n/a	G	grid
G55	-35.214001	1.126974	60.445852	n/a	G	grid
G56	-35.360818	11.782119	58.615093	n/a	G	grid
G57	-22.432156	-54.898713	68.914584	n/a	G	grid
G58	-24.879624	-48.197211	72.034971	n/a	G	grid
G59	-25.392869	-38.111664	70.815374	n/a	G	grid
G60	-27.633435	-29.050605	72.980108	n/a	G	grid
G61	-28.138220	-18.360208	71.584542	n/a	G	grid
G62	-26.760223	-7.956741	66.787814	n/a	G	grid
G63	-26.351195	1.629578	63.975722	n/a	G	grid
G64	-26.624532	11.228657	62.463211	n/a	G	grid
DMA1	0.641886	-11.722823	31.599905	n/a	DMA	depth
DMA2	-1.482435	-10.394450	36.365270	n/a	DMA	depth
DMA3	-3.606756	-9.066076	41.130634	n/a	DMA	depth
DMA4	-5.731077	-7.737703	45.895998	n/a	DMA	depth
DMA5	-7.855398	-6.409330	50.661362	n/a	DMA	depth
DMA6	-9.979719	-5.080956	55.426727	n/a	DMA	depth
DMA7	-12.104041	-3.752583	60.192091	n/a	DMA	depth
DMA8	-14.228362	-2.424209	64.957455	n/a	DMA	depth
DA1	1.634660	-24.303733	43.726879	n/a	DA	depth
DA2	-1.208635	-22.350728	47.612331	n/a	DA	depth
DA3	-4.051930	-20.397722	51.497784	n/a	DA	depth
DA4	-6.895225	-18.444717	55.383236	n/a	DA	depth
DA5	-9.738520	-16.491711	59.268688	n/a	DA	depth
DA6	-12.581815	-14.538706	63.154140	n/a	DA	depth
DA7	-15.425110	-12.585701	67.039593	n/a	DA	depth
DA8	-18.268405	-10.632695	70.925045	n/a	DA	depth
DP1	-5.555404	-35.635923	40.503674	n/a	DP	depth
DP2	-7.853917	-34.758226	45.300125	n/a	DP	depth
DP3	-10.152429	-33.880528	50.096576	n/a	DP	depth
DP4	-12.450941	-33.002831	54.893027	n/a	DP	depth
DP5	-14.749454	-32.125134	59.689478	n/a	DP	depth
DP6	-17.047966	-31.247437	64.485929	n/a	DP	depth
DP7	-19.346479	-30.369740	69.282380	n/a	DP	depth
DP8	-21.644991	-29.492043	74.078831	n/a	DP	depth
DMP1	-17.121001	-44.969668	28.837190	n/a	DMP	depth
DMP2	-17.093729	-43.994255	34.279044	n/a	DMP	depth
DMP3	-17.066458	-43.018841	39.720897	n/a	DMP	depth
DMP4	-17.039186	-42.043428	45.162750	n/a	DMP	depth
DMP5	-17.011915	-41.068015	50.604603	n/a	DMP	depth
DMP6	-16.984643	-40.092601	56.046456	n/a	DMP	depth
DMP7	-16.957371	-39.117188	61.488309	n/a	DMP	depth
DMP8	-16.930100	-38.141774	66.930162	n/a	DMP	depth
IHT1	-0.631223	-71.131983	34.396297	n/a	RIHT	grid
IHT2	-0.416039	-69.523059	41.172605	n/a	RIHT	grid
IHT3	0.005658	-63.516640	48.062637	n/a	RIHT	grid
IHT4	0.542009	-55.485033	55.998894	n/a	RIHT	grid
IHT5	1.235650	-43.539798	62.588574	n/a	RIHT	grid
IHT6	1.988989	-30.003264	68.376463	n/a	RIHT	grid
IHT7	2.778736	-15.923271	74.598153	n/a	RIHT	grid
IHT8	3.300139	-2.975169	69.781839	n/a	RIHT	grid
IHT9	-2.643722	-69.128696	42.344898	n/a	RIHT	grid
IHT10	-2.625886	-65.807710	48.825142	n/a	RIHT	grid
IHT11	-2.356275	-58.879132	54.590476	n/a	RIHT	grid
IHT12	-2.077429	-51.303854	61.468135	n/a	RIHT	grid
IHT13	-1.430460	-39.713757	64.497143	n/a	RIHT	grid
IHT14	-0.783409	-28.379949	66.960233	n/a	RIHT	grid
IHT15	-0.371021	-18.210421	74.864173	n/a	RIHT	grid
IHT16	0.613076	-8.137773	63.039874	n/a	RIHT	grid
IHT17	-0.660733	-71.260108	33.327494	n/a	LIHT	grid
IHT18	-0.252727	-69.372550	39.951685	n/a	LIHT	grid
IHT19	0.351513	-63.408971	46.827691	n/a	LIHT	grid
IHT20	1.079895	-56.081057	55.368159	n/a	LIHT	grid
IHT21	1.991727	-45.410011	64.230884	n/a	LIHT	grid
IHT22	2.980849	-30.845846	69.785359	n/a	LIHT	grid
IHT23	3.963823	-16.032316	74.373428	n/a	LIHT	grid
IHT24	4.554216	-2.955095	70.514349	n/a	LIHT	grid
IHT25	-1.750052	-67.857607	41.780472	n/a	LIHT	grid
IHT26	-1.614426	-64.078952	47.841854	n/a	LIHT	grid
IHT27	-1.218795	-56.578880	52.898660	n/a	LIHT	grid
IHT28	-0.881646	-49.925944	60.408399	n/a	LIHT	grid
IHT29	-0.258287	-39.060732	64.500861	n/a	LIHT	grid
IHT30	0.410502	-27.583829	67.057870	n/a	LIHT	grid
IHT31	0.983869	-16.937867	73.222456	n/a	LIHT	grid
IHT32	1.617041	-6.732089	65.818409	n/a	LIHT	grid
IPO1	-1.987810	-89.089647	-14.486005	n/a	IPO	strip
IPO2	-8.154743	-93.696681	-8.601565	n/a	IPO	strip
IPO3	-15.055011	-96.969215	-1.177562	n/a	IPO	strip
IPO4	-20.691309	-92.612366	8.022991	n/a	IPO	strip
IPO5	-25.699756	-87.530169	16.738809	n/a	IPO	strip
IPO6	-30.374841	-82.870931	24.836718	n/a	IPO	strip
IPO7	-35.187246	-79.356024	32.600874	n/a	IPO	strip
IPO8	-39.606892	-75.704697	39.920219	n/a	IPO	strip
SPO1	-0.260452	-82.235102	-7.191039	n/a	SPO	strip
SPO2	-2.332336	-68.436414	4.711307	n/a	SPO	strip
SPO3	-5.930175	-76.601094	12.360335	n/a	SPO	strip
SPO4	-9.011573	-75.949263	22.009434	n/a	SPO	strip
SPO5	-12.292996	-75.576352	32.154712	n/a	SPO	strip
SPO6	-15.222572	-73.274164	42.010234	n/a	SPO	strip
SPO7	-18.106124	-70.921558	51.746014	n/a	SPO	strip
SPO8	-20.774455	-68.129450	61.004416	n/a	SPO	strip
ST1	-52.744430	-69.425083	-4.988285	n/a	ST	grid
ST2	-56.816974	-62.941197	-7.707437	n/a	ST	grid
ST3	-60.069702	-54.867009	-10.224516	n/a	ST	grid
ST4	-62.655452	-45.719771	-12.545960	n/a	ST	grid
ST5	-63.109943	-35.328185	-13.971153	n/a	ST	grid
ST6	-64.059028	-25.259584	-15.598961	n/a	ST	grid
ST7	-64.546145	-15.246772	-16.987839	n/a	ST	grid
ST8	-60.913251	-5.895898	-16.271175	n/a	ST	grid
ST9	-53.716722	-67.825282	5.261946	n/a	ST	grid
ST10	-58.417231	-61.836976	2.974725	n/a	ST	grid
ST11	-61.164181	-53.181106	0.937633	n/a	ST	grid
