name	x	y	z	size	group	type
LAT1	-5.327243	-12.094941	9.714931	n/a	LAT	depth
LAT2	-6.116238	-10.412543	12.075046	n/a	LAT	depth
LAT3	-6.905232	-8.730145	14.435161	n/a	LAT	depth
LAT4	-7.694227	-7.047746	16.795276	n/a	LAT	depth
LCM1	-12.245442	-23.247008	-3.557760	n/a	LCM	depth
LCM2	-13.925422	-22.003469	-1.492610	n/a	LCM	depth
LCM3	-15.605402	-20.759931	0.572539	n/a	LCM	depth
LCM4	-17.285382	-19.516392	2.637688	n/a	LCM	depth
LFO1	-36.958282	9.968015	7.086207	n/a	LFO	depth
LFO2	-41.711004	12.808628	6.859182	n/a	LFO	depth
LFO3	-46.463725	15.649241	6.632158	n/a	LFO	depth
LFO4	-51.216446	18.489854	6.405133	n/a	LFO	depth
LFO5	-55.969167	21.330467	6.178108	n/a	LFO	depth
LFO6	-60.721888	24.171080	5.951084	n/a	LFO	depth
LPO1	-44.194873	-14.112674	13.053618	n/a	LPO	depth
LPO2	-49.243409	-13.245882	15.330876	n/a	LPO	depth
LPO3	-54.291946	-12.379090	17.608134	n/a	LPO	depth
LPO4	-59.340483	-11.512298	19.885391	n/a	LPO	depth
LPO5	-64.389019	-10.645506	22.162649	n/a	LPO	depth
LPO6	-69.437556	-9.778714	24.439906	n/a	LPO	depth
LTO1	-38.783257	-24.806340	-2.600129	n/a	LTO	depth
LTO2	-44.263677	-24.661031	-2.046222	n/a	LTO	depth
LTO3	-49.744096	-24.515721	-1.492314	n/a	LTO	depth
LTO4	-55.224516	-24.370412	-0.938407	n/a	LTO	depth
LTO5	-60.704936	-24.225102	-0.384499	n/a	LTO	depth
LTO6	-66.185356	-24.079793	0.169408	n/a	LTO	depth
LIN1	-26.358878	2.040419	-7.012423	n/a	LIN	depth
LIN2	-26.426028	-1.180411	-2.382740	n/a	LIN	depth
LIN3	-26.493177	-4.401241	2.246944	n/a	LIN	depth
LIN4	-26.560326	-7.622071	6.876628	n/a	LIN	depth
LIN5	-26.627475	-10.842901	11.506312	n/a	LIN	depth
LIN6	-26.694624	-14.063731	16.135995	n/a	LIN	depth
LIN7	-26.761774	-17.284561	20.765679	n/a	LIN	depth
LIN8	-26.828923	-20.505392	25.395363	n/a	LIN	depth
RTO1	43.026085	-25.725120	1.284348	n/a	RTO	depth
RTO2	48.466956	-25.271689	2.061085	n/a	RTO	depth
RTO3	53.907826	-24.818259	2.837822	n/a	RTO	depth
RTO4	59.348697	-24.364828	3.614558	n/a	RTO	depth
RTO5	64.789568	-23.911398	4.391295	n/a	RTO	depth
RTO6	70.230438	-23.457967	5.168032	n/a	RTO	depth
