name	x	y	z	size	group	type
LFOA1	-5.192592	36.623776	5.949666	n/a	LFOA	depth
LFOA2	-10.228721	36.556645	7.999869	n/a	LFOA	depth
LFOA3	-15.264850	36.489514	10.050073	n/a	LFOA	depth
LFOA4	-20.300979	36.422383	12.100276	n/a	LFOA	depth
LFOA5	-25.337108	36.355252	14.150480	n/a	LFOA	depth
LFOA6	-30.373237	36.288121	16.200683	n/a	LFOA	depth
LFOA7	-35.409366	36.220990	18.250887	n/a	LFOA	depth
LFOA8	-40.445494	36.153858	20.301090	n/a	LFOA	depth
LFOA9	-45.481623	36.086727	22.351294	n/a	LFOA	depth
LFOA10	-50.517752	36.019596	24.401498	n/a	LFOA	depth
LFOP1	-9.683527	24.088104	31.138814	n/a	LFOP	depth
LFOP2	-14.677659	24.226955	33.315628	n/a	LFOP	depth
LFOP3	-19.671791	24.365807	35.492441	n/a	LFOP	depth
LFOP4	-24.665923	24.504658	37.669254	n/a	LFOP	depth
LFOP5	-29.660054	24.643510	39.846068	n/a	LFOP	depth
LFOP6	-34.654186	24.782361	42.022881	n/a	LFOP	depth
LFOP7	-39.648318	24.921213	44.199694	n/a	LFOP	depth
LFOP8	-44.642450	25.060064	46.376508	n/a	LFOP	depth
LFOP9	-49.636582	25.198916	48.553321	n/a	LFOP	depth
LFOP10	-54.630713	25.337767	50.730135	n/a	LFOP	depth
LHT1	-24.193531	-22.612401	-18.046091	n/a	LHT	depth
LHT2	-28.959918	-20.143061	-18.147457	n/a	LHT	depth
LHT3	-33.726305	-17.673722	-18.248822	n/a	LHT	depth
LHT4	-38.492692	-15.204382	-18.350188	n/a	LHT	depth
LHT5	-43.259078	-12.735042	-18.451553	n/a	LHT	depth
LHT6	-48.025465	-10.265703	-18.552918	n/a	LHT	depth
LHT7	-52.791852	-7.796363	-18.654284	n/a	LHT	depth
LHT8	-57.558239	-5.327023	-18.755649	n/a	LHT	depth
LTO1	-41.255240	-42.440591	8.971476	n/a	LTO	depth
LTO2	-46.524505	-41.828193	9.748920	n/a	LTO	depth
LTO3	-51.793769	-41.215795	10.526363	n/a	LTO	depth
LTO4	-57.063034	-40.603397	11.303807	n/a	LTO	depth
LTO5	-62.332299	-39.990999	12.081250	n/a	LTO	depth
LTO6	-67.601563	-39.378601	12.858694	n/a	LTO	depth
RAN1	3.851390	-11.382797	6.465969	n/a	RAN	depth
RAN2	4.518585	-9.456788	8.453940	n/a	RAN	depth
RAN3	5.185780	-7.530778	10.441912	n/a	RAN	depth
RAN4	5.852975	-5.604769	12.429883	n/a	RAN	depth
RC1	13.274608	-34.689705	-1.896106	n/a	RC	depth
RC2	14.405088	-33.080525	0.169969	n/a	RC	depth
RC3	15.535568	-31.471346	2.236044	n/a	RC	depth
RC4	16.666048	-29.862166	4.302119	n/a	RC	depth
RFOA1	5.332652	34.438787	7.182397	n/a	RFOA	depth
RFOA2	10.660213	34.659399	7.542728	n/a	RFOA	depth
RFOA3	15.987775	34.880011	7.903058	n/a	RFOA	depth
RFOA4	21.315336	35.100623	8.263389	n/a	RFOA	depth
RFOA5	26.642898	35.321236	8.623719	n/a	RFOA	depth
RFOA6	31.970459	35.541848	8.984049	n/a	RFOA	depth
RFOA7	37.298021	35.762460	9.344380	n/a	RFOA	depth
RFOA8	42.625582	35.983072	9.704710	n/a	RFOA	depth
RFOA9	47.953144	36.203684	10.065041	n/a	RFOA	depth
RFOA10	53.280706	36.424296	10.425371	n/a	RFOA	depth
RFOA11	58.608267	36.644909	10.785702	n/a	RFOA	depth
RFOA12	63.935829	36.865521	11.146032	n/a	RFOA	depth
RFOP1	4.183393	23.142679	20.084230	n/a	RFOP	depth
RFOP2	9.441431	23.612025	20.994237	n/a	RFOP	depth
RFOP3	14.699470	24.081371	21.904245	n/a	RFOP	depth
RFOP4	19.957509	24.550717	22.814252	n/a	RFOP	depth
RFOP5	25.215547	25.020063	23.724259	n/a	RFOP	depth
RFOP6	30.473586	25.489409	24.634266	n/a	RFOP	depth
RFOP7	35.731625	25.958755	25.544273	n/a	RFOP	depth
RFOP8	40.989663	26.428100	26.454280	n/a	RFOP	depth
RFOP9	46.247702	26.897446	27.364287	n/a	RFOP	depth
RFOP10	51.505741	27.366792	28.274295	n/a	RFOP	depth
RFOP11	56.763779	27.836138	29.184302	n/a	RFOP	depth
RFOP12	62.021818	28.305484	30.094309	n/a	RFOP	depth
RHT1	26.115876	-24.673161	-14.853440	n/a	RHT	depth
RHT2	31.035953	-22.577222	-14.700851	n/a	RHT	depth
RHT3	35.956031	-20.481283	-14.548262	n/a	RHT	depth
RHT4	40.876108	-18.385344	-14.395673	n/a	RHT	depth
RHT5	45.796186	-16.289405	-14.243084	n/a	RHT	depth
RHT6	50.716263	-14.193466	-14.090495	n/a	RHT	depth
RHT7	55.636340	-12.097527	-13.937906	n/a	RHT	depth
RHT8	60.556418	-10.001588	-13.785316	n/a	RHT	depth
RTO1	39.092984	-44.977528	2.107163	n/a	RTO	depth
RTO2	43.954513	-45.612069	4.514785	n/a	RTO	depth
RTO3	48.816042	-46.246609	6.922408	n/a	RTO	depth
RTO4	53.677571	-46.881150	9.330031	n/a	RTO	depth
RTO5	58.539100	-47.515691	11.737653	n/a	RTO	depth
RTO6	63.400629	-48.150231	14.145276	n/a	RTO	depth
