name	x	y	z	size	group	type
G1	-32.193470	55.412629	7.920521	n/a	G	grid
G2	-34.966855	49.376696	14.331321	n/a	G	grid
G3	-38.307427	42.810752	21.580657	n/a	G	grid
G4	-40.721806	34.088231	29.000537	n/a	G	grid
G5	-43.085118	25.017547	36.548985	n/a	G	grid
G6	-43.301547	14.384180	42.670609	n/a	G	grid
G7	-43.132287	4.264999	48.124339	n/a	G	grid
G8	-41.742745	-5.606932	52.194541	n/a	G	grid
G9	-36.993457	55.380343	-3.045410	n/a	G	grid
G10	-40.805912	48.118521	4.335847	n/a	G	grid
G11	-44.693507	39.794368	12.489948	n/a	G	grid
G12	-47.099399	29.343940	20.862540	n/a	G	grid
G13	-50.589943	19.707286	29.565541	n/a	G	grid
G14	-48.488256	7.363621	35.666463	n/a	G	grid
G15	-49.974687	-2.359404	42.856179	n/a	G	grid
G16	-48.834431	-12.026817	47.951725	n/a	G	grid
G17	-38.191747	46.535156	-14.286501	n/a	G	grid
G18	-46.372329	43.328892	-8.196440	n/a	G	grid
G19	-49.313448	32.247655	1.211175	n/a	G	grid
G20	-54.000398	22.489924	10.497391	n/a	G	grid
G21	-55.538342	10.781885	19.736225	n/a	G	grid
G22	-56.176516	-0.380399	28.150110	n/a	G	grid
G23	-57.335023	-10.596894	36.097393	n/a	G	grid
G24	-53.992491	-19.703316	41.093241	n/a	G	grid
G25	-36.396984	33.086322	-23.404555	n/a	G	grid
G26	-45.348287	29.637499	-18.887273	n/a	G	grid
G27	-50.044419	20.335232	-10.045528	n/a	G	grid
G28	-54.426782	10.415720	-0.759769	n/a	G	grid
G29	-58.366394	0.124670	8.765005	n/a	G	grid
G30	-61.054584	-10.275171	18.197653	n/a	G	grid
G31	-60.381272	-19.907900	26.470952	n/a	G	grid
G32	-58.240403	-27.840687	33.108998	n/a	G	grid
G33	-34.195668	20.228381	-31.284893	n/a	G	grid
G34	-43.748964	16.389342	-28.416412	n/a	G	grid
G35	-51.926773	9.054091	-21.912118	n/a	G	grid
G36	-58.189752	-0.475089	-12.931952	n/a	G	grid
G37	-60.708623	-10.878383	-2.420902	n/a	G	grid
G38	-63.695461	-20.724730	7.478135	n/a	G	grid
G39	-60.615240	-28.533523	16.480762	n/a	G	grid
G40	-59.643097	-35.087037	24.113910	n/a	G	grid
G41	-31.897275	8.383509	-38.612212	n/a	G	grid
G42	-42.095552	4.085962	-37.281548	n/a	G	grid
G43	-47.639338	-3.871977	-29.186831	n/a	G	grid
G44	-56.715302	-12.363883	-22.898872	n/a	G	grid
G45	-63.127192	-21.982495	-13.729257	n/a	G	grid
G46	-63.859394	-30.428468	-2.716101	n/a	G	grid
G47	-61.547367	-36.497704	7.320596	n/a	G	grid
G48	-59.954574	-40.953614	15.668371	n/a	G	grid
S1	-43.372771	-87.995482	-15.977951	n/a	S	strip
S2	-50.430953	-80.949325	-9.928095	n/a	S	strip
S3	-57.593526	-71.952104	-3.163894	n/a	S	strip
S4	-61.164281	-62.814950	2.052078	n/a	S	strip
S5	-62.667383	-52.507780	8.048417	n/a	S	strip
S6	-59.279915	-44.217834	13.929126	n/a	S	strip
S7	-58.296427	-32.623307	20.061386	n/a	S	strip
S8	-56.651456	-22.016418	25.414774	n/a	S	strip
4D1	-38.387979	-14.886069	-18.044601	n/a	4D	depth
4D2	-42.524850	-12.511701	-14.878172	n/a	4D	depth
4D3	-46.661721	-10.137332	-11.711743	n/a	4D	depth
4D4	-50.798593	-7.762964	-8.545315	n/a	4D	depth
6D1	-27.219440	-42.551628	-6.039411	n/a	6D	depth
6D2	-32.531943	-41.342514	-6.751605	n/a	6D	depth
6D3	-37.715014	-40.364716	-9.211295	n/a	6D	depth
6D4	-42.705166	-38.416886	-9.872785	n/a	6D	depth
6D5	-48.063188	-37.556714	-10.202679	n/a	6D	depth
6D6	-53.781957	-36.506058	-9.600381	n/a	6D	depth
