name	x	y	z	size	group	type
LTAN1	-0.094704	-16.191961	3.306827	n/a	LTAN	depth
LTAN2	-0.791169	-14.307579	5.135153	n/a	LTAN	depth
LTAN3	-1.487634	-12.423197	6.963478	n/a	LTAN	depth
LTAN4	-2.184099	-10.538815	8.791803	n/a	LTAN	depth
LTCM1	-4.466087	-25.568420	-9.802260	n/a	LTCM	depth
LTCM2	-5.105841	-24.406993	-7.276928	n/a	LTCM	depth
LTCM3	-5.745596	-23.245566	-4.751596	n/a	LTCM	depth
LTCM4	-6.385350	-22.084138	-2.226264	n/a	LTCM	depth
LIA1	-26.630479	18.542992	-9.377833	n/a	LIA	depth
LIA2	-26.843594	19.660937	-3.623133	n/a	LIA	depth
LIA3	-27.056710	20.778881	2.131567	n/a	LIA	depth
LIA4	-27.269825	21.896825	7.886267	n/a	LIA	depth
LIA5	-27.482941	23.014769	13.640967	n/a	LIA	depth
LIA6	-27.696057	24.132713	19.395667	n/a	LIA	depth
LIA7	-27.909172	25.250657	25.150367	n/a	LIA	depth
LIA8	-28.122288	26.368601	30.905067	n/a	LIA	depth
LIP1	-31.930435	10.966112	-11.980848	n/a	LIP	depth
LIP2	-31.598238	6.643798	-8.733900	n/a	LIP	depth
LIP3	-31.266042	2.321485	-5.486951	n/a	LIP	depth
LIP4	-30.933845	-2.000828	-2.240003	n/a	LIP	depth
LIP5	-30.601649	-6.323141	1.006945	n/a	LIP	depth
LIP6	-30.269452	-10.645455	4.253894	n/a	LIP	depth
LIP7	-29.937256	-14.967768	7.500842	n/a	LIP	depth
LIP8	-29.605059	-19.290081	10.747790	n/a	LIP	depth
LPCG1	-8.940195	-30.089409	56.078143	n/a	LPCG	depth
LPCG2	-13.601029	-27.938717	55.097853	n/a	LPCG	depth
LPCG3	-18.261862	-25.788025	54.117563	n/a	LPCG	depth
LPCG4	-22.922696	-23.637333	53.137274	n/a	LPCG	depth
LPCG5	-27.583529	-21.486641	52.156984	n/a	LPCG	depth
LPCG6	-32.244363	-19.335950	51.176694	n/a	LPCG	depth
LPCG7	-36.905196	-17.185258	50.196405	n/a	LPCG	depth
LPCG8	-41.566030	-15.034566	49.216115	n/a	LPCG	depth
LPCG9	-46.226863	-12.883874	48.235825	n/a	LPCG	depth
LPCG10	-50.887697	-10.733182	47.255536	n/a	LPCG	depth
LPCG11	-55.548530	-8.582490	46.275246	n/a	LPCG	depth
LPCG12	-60.209364	-6.431798	45.294956	n/a	LPCG	depth
LFG1	-37.014573	18.259746	3.954096	n/a	LFG	depth
LFG2	-41.723602	20.416475	3.347389	n/a	LFG	depth
LFG3	-46.432630	22.573203	2.740682	n/a	LFG	depth
LFG4	-51.141659	24.729931	2.133976	n/a	LFG	depth
LFG5	-55.850688	26.886660	1.527269	n/a	LFG	depth
LFG6	-60.559717	29.043388	0.920563	n/a	LFG	depth
LAM1	-17.207844	-7.675424	-16.214751	n/a	LAM	depth
LAM2	-22.303491	-6.543734	-16.709709	n/a	LAM	depth
LAM3	-27.399137	-5.412045	-17.204667	n/a	LAM	depth
LAM4	-32.494784	-4.280356	-17.699625	n/a	LAM	depth
LAM5	-37.590431	-3.148666	-18.194582	n/a	LAM	depth
LAM6	-42.686078	-2.016977	-18.689540	n/a	LAM	depth
LAM7	-47.781725	-0.885288	-19.184498	n/a	LAM	depth
LAM8	-52.877372	0.246401	-19.679456	n/a	LAM	depth
LHA1	-25.698720	-15.495928	-21.089400	n/a	LHA	depth
LHA2	-30.806012	-14.323755	-21.097585	n/a	LHA	depth
LHA3	-35.913304	-13.151582	-21.105771	n/a	LHA	depth
LHA4	-41.020596	-11.979409	-21.113957	n/a	LHA	depth
LHA5	-46.127888	-10.807236	-21.122143	n/a	LHA	depth
LHA6	-51.235180	-9.635063	-21.130328	n/a	LHA	depth
LHA7	-56.342473	-8.462890	-21.138514	n/a	LHA	depth
LHA8	-61.449765	-7.290717	-21.146700	n/a	LHA	depth
LHP1	-23.452503	-35.406030	-10.646841	n/a	LHP	depth
LHP2	-28.523343	-34.113599	-10.832068	n/a	LHP	depth
LHP3	-33.594184	-32.821168	-11.017295	n/a	LHP	depth
LHP4	-38.665024	-31.528737	-11.202522	n/a	LHP	depth
LHP5	-43.735865	-30.236306	-11.387749	n/a	LHP	depth
LHP6	-48.806705	-28.943875	-11.572977	n/a	LHP	depth
LHP7	-53.877545	-27.651443	-11.758204	n/a	LHP	depth
LHP8	-58.948386	-26.359012	-11.943431	n/a	LHP	depth
LSTG1	-39.096595	-26.367714	4.158897	n/a	LSTG	depth
LSTG2	-44.114593	-24.891325	4.115179	n/a	LSTG	depth
LSTG3	-49.132591	-23.414937	4.071461	n/a	LSTG	depth
LSTG4	-54.150590	-21.938549	4.027743	n/a	LSTG	depth
LSTG5	-59.168588	-20.462160	3.984026	n/a	LSTG	depth
LSTG6	-64.186586	-18.985772	3.940308	n/a	LSTG	depth
LSTG7	-69.204584	-17.509383	3.896590	n/a	LSTG	depth
LSTG8	-74.222583	-16.032995	3.852872	n/a	LSTG	depth
