name	x	y	z	size	group	type
G1	28.061034	-47.992956	77.225564	n/a	G	grid
G2	28.533790	-40.142328	81.515962	n/a	G	grid
G3	26.797516	-28.704120	80.007026	n/a	G	grid
G4	25.806205	-17.173744	79.858628	n/a	G	grid
G5	23.684028	-5.193139	76.808875	n/a	G	grid
G6	21.286686	6.234259	73.116761	n/a	G	grid
G7	18.537335	16.668683	68.848172	n/a	G	grid
G8	14.803897	24.493955	62.554572	n/a	G	grid
G9	34.195620	-50.247035	72.559555	n/a	G	grid
G10	36.029651	-42.279709	76.273282	n/a	G	grid
G11	35.866496	-31.049788	76.308786	n/a	G	grid
G12	35.205660	-18.817436	75.327915	n/a	G	grid
G13	33.901788	-6.139790	73.207170	n/a	G	grid
G14	30.647499	5.572256	67.839678	n/a	G	grid
G15	27.994632	16.427375	63.658229	n/a	G	grid
G16	25.471918	26.666117	60.062196	n/a	G	grid
G17	41.245038	-52.812717	67.854768	n/a	G	grid
G18	42.264051	-43.121749	68.338796	n/a	G	grid
G19	44.525280	-32.903717	70.166683	n/a	G	grid
G20	44.627835	-20.436392	69.207099	n/a	G	grid
G21	44.648904	-7.303094	68.080116	n/a	G	grid
G22	41.869645	5.381908	63.694627	n/a	G	grid
G23	39.591395	17.377239	60.003593	n/a	G	grid
G24	36.834904	28.137304	55.939515	n/a	G	grid
G25	47.947224	-54.711273	61.905774	n/a	G	grid
G26	50.510733	-45.356113	62.634329	n/a	G	grid
G27	53.228278	-34.670411	63.359872	n/a	G	grid
G28	53.023271	-21.844173	61.364025	n/a	G	grid
G29	53.994173	-8.720856	60.319998	n/a	G	grid
G30	51.445663	4.173584	56.352259	n/a	G	grid
G31	47.555360	15.352887	51.475121	n/a	G	grid
G32	45.333817	26.144966	47.989713	n/a	G	grid
G33	53.324907	-55.510776	54.738868	n/a	G	grid
G34	56.348567	-46.009635	54.639434	n/a	G	grid
G35	59.357512	-35.370498	54.466739	n/a	G	grid
G36	60.612669	-23.102186	53.045061	n/a	G	grid
G37	60.330066	-10.224238	50.634139	n/a	G	grid
G38	60.435028	2.750386	48.412491	n/a	G	grid
G39	57.024177	14.262919	44.310778	n/a	G	grid
G40	54.210418	24.631774	40.620838	n/a	G	grid
G41	57.513199	-55.767485	47.359745	n/a	G	grid
G42	61.983155	-46.773841	47.084215	n/a	G	grid
G43	65.197634	-36.097495	46.165311	n/a	G	grid
G44	65.007009	-23.775816	43.657415	n/a	G	grid
G45	66.345800	-11.601778	41.817429	n/a	G	grid
G46	64.540046	0.429253	38.721774	n/a	G	grid
G47	61.768127	11.300709	35.377306	n/a	G	grid
G48	60.168211	21.445575	32.451179	n/a	G	grid
M1	13.114034	-15.441612	48.604398	n/a	DM	depth
M2	14.506993	-13.324263	54.036738	n/a	DM	depth
M3	15.899951	-11.206914	59.469078	n/a	DM	depth
M4	17.292910	-9.089565	64.901418	n/a	DM	depth
M5	18.685868	-6.972216	70.333758	n/a	DM	depth
M6	20.078827	-4.854867	75.766098	n/a	DM	depth
SM1	20.341759	-24.465138	48.449008	n/a	DMS	depth
SM2	21.537453	-22.793262	54.110279	n/a	DMS	depth
SM3	22.733147	-21.121386	59.771550	n/a	DMS	depth
SM4	23.928841	-19.449510	65.432821	n/a	DMS	depth
SM5	25.124535	-17.777634	71.094092	n/a	DMS	depth
SM6	26.320229	-16.105758	76.755364	n/a	DMS	depth
LS1	25.382926	-20.789373	57.634274	n/a	DLS	depth
LS2	28.376596	-18.393856	61.995726	n/a	DLS	depth
LS3	31.417025	-16.409823	67.448425	n/a	DLS	depth
LS4	33.391193	-14.483965	71.348169	n/a	DLS	depth
LS5	38.443478	-9.992375	74.997786	n/a	DLS	depth
LS6	42.661423	-7.161006	75.143885	n/a	DLS	depth
PP1	19.133545	-34.573346	40.903207	n/a	DPP	depth
PP2	20.070269	-34.703786	46.862976	n/a	DPP	depth
PP3	21.006993	-34.834226	52.822744	n/a	DPP	depth
PP4	21.555621	-34.847455	59.666746	n/a	DPP	depth
PP5	22.727447	-35.159683	65.329080	n/a	DPP	depth
PP6	23.817164	-35.225545	70.702051	n/a	DPP	depth
