name	x	y	z	size	group	type
G1	8.904241	24.334553	60.636407	n/a	G	grid
G2	16.346598	28.796711	57.944031	n/a	G	grid
G3	24.826126	32.207433	52.402178	n/a	G	grid
G4	33.822697	34.321847	44.334358	n/a	G	grid
G5	42.321779	34.559748	34.197188	n/a	G	grid
G6	48.573332	32.084723	22.993336	n/a	G	grid
G7	52.613716	28.138682	12.478790	n/a	G	grid
G8	52.498418	21.991825	4.046098	n/a	G	grid
G9	10.668626	16.089794	62.720011	n/a	G	grid
G10	18.865766	20.401158	61.443571	n/a	G	grid
G11	27.820099	22.903139	55.825933	n/a	G	grid
G12	38.378553	25.467884	48.444155	n/a	G	grid
G13	46.453099	24.413084	37.074103	n/a	G	grid
G14	52.461679	21.767972	25.094370	n/a	G	grid
G15	55.036166	17.456236	13.963577	n/a	G	grid
G16	55.320867	12.835034	4.942865	n/a	G	grid
G17	13.591704	9.896909	69.312504	n/a	G	grid
G18	21.289803	11.056072	64.567126	n/a	G	grid
G19	31.098442	12.933612	59.575128	n/a	G	grid
G20	41.304393	13.690002	51.178965	n/a	G	grid
G21	49.162618	12.267841	39.361344	n/a	G	grid
G22	55.032319	9.903041	27.059187	n/a	G	grid
G23	58.964120	7.093978	15.555602	n/a	G	grid
G24	60.208393	3.868291	5.693997	n/a	G	grid
G25	15.032273	0.176636	69.869534	n/a	G	grid
G26	23.206451	0.793507	66.482803	n/a	G	grid
G27	32.884893	1.216453	61.199326	n/a	G	grid
G28	43.531321	1.182464	53.314820	n/a	G	grid
G29	52.463448	0.015791	41.970390	n/a	G	grid
G30	57.727466	-2.160596	29.096553	n/a	G	grid
G31	61.793533	-4.295328	17.264803	n/a	G	grid
G32	63.229643	-6.528746	6.931757	n/a	G	grid
G33	17.507517	-8.663080	74.025122	n/a	G	grid
G34	26.308777	-9.170641	70.865780	n/a	G	grid
G35	35.160973	-10.190804	63.499328	n/a	G	grid
G36	45.864281	-11.306264	55.541258	n/a	G	grid
G37	55.515126	-12.785393	44.490414	n/a	G	grid
G38	62.001767	-14.451133	31.575092	n/a	G	grid
G39	64.181483	-16.018961	19.007429	n/a	G	grid
G40	66.593898	-17.375526	8.218082	n/a	G	grid
G41	18.222862	-18.000547	72.471297	n/a	G	grid
G42	27.544887	-19.768638	71.333697	n/a	G	grid
G43	37.827051	-21.770392	66.313559	n/a	G	grid
G44	50.089432	-24.163733	59.417878	n/a	G	grid
G45	58.691317	-25.970388	47.101631	n/a	G	grid
G46	61.979784	-26.827901	32.941144	n/a	G	grid
G47	64.046611	-27.436705	20.562460	n/a	G	grid
G48	66.163504	-28.040705	9.886865	n/a	G	grid
G49	19.373319	-26.577728	72.557951	n/a	G	grid
G50	26.783886	-28.837260	68.037632	n/a	G	grid
G51	35.590871	-31.480436	62.676006	n/a	G	grid
G52	48.268390	-35.488422	58.023414	n/a	G	grid
G53	56.776113	-37.571659	46.932291	n/a	G	grid
G54	60.710205	-37.938907	33.825127	n/a	G	grid
G55	62.992408	-37.848530	21.896423	n/a	G	grid
G56	64.586439	-37.672869	11.469167	n/a	G	grid
G57	20.863123	-34.944916	73.733135	n/a	G	grid
G58	28.475697	-38.159004	69.677092	n/a	G	grid
G59	37.323464	-41.710115	64.344665	n/a	G	grid
G60	46.805721	-45.206129	56.920705	n/a	G	grid
G61	53.064393	-46.499826	45.622961	n/a	G	grid
G62	56.339483	-46.223484	33.561227	n/a	G	grid
G63	60.488819	-46.632409	22.868329	n/a	G	grid
G64	61.980814	-45.919845	12.847254	n/a	G	grid
S1	42.264409	20.078944	-35.250940	n/a	S	strip
S2	48.343428	14.407668	-31.695360	n/a	S	strip
S3	54.694623	7.809673	-27.305406	n/a	S	strip
S4	60.363047	0.101000	-21.560958	n/a	S	strip
S5	65.621024	-8.219507	-15.058305	n/a	S	strip
S6	68.647449	-16.862019	-7.448483	n/a	S	strip
S7	68.608030	-24.877338	0.609067	n/a	S	strip
S8	65.722925	-31.389668	8.158097	n/a	S	strip
AD1	15.069531	-15.912822	49.689826	n/a	AD	depth
AD2	17.412244	-14.325032	54.812481	n/a	AD	depth
AD3	19.754958	-12.737242	59.935135	n/a	AD	depth
AD4	22.097671	-11.149452	65.057790	n/a	AD	depth
AD5	24.440384	-9.561662	70.180445	n/a	AD	depth
AD6	26.783097	-7.973872	75.303099	n/a	AD	depth
PD1	16.900269	-26.344878	54.804286	n/a	PD	depth
PD2	22.284121	-25.663253	56.278970	n/a	PD	depth
PD3	27.667973	-24.981628	57.753653	n/a	PD	depth
PD4	33.051825	-24.300004	59.228336	n/a	PD	depth
PD5	38.435677	-23.618379	60.703020	n/a	PD	depth
PD6	43.819529	-22.936754	62.177703	n/a	PD	depth
PD7	49.203381	-22.255129	63.652386	n/a	PD	depth
PD8	54.587233	-21.573504	65.127070	n/a	PD	depth
