name	x	y	z	size	group	type
LAN1	-0.586195	-17.398171	12.045732	n/a	LAN	depth
LAN2	-0.892942	-15.349631	13.566571	n/a	LAN	depth
LAN3	-1.199689	-13.301091	15.087409	n/a	LAN	depth
LAN4	-1.506436	-11.252551	16.608248	n/a	LAN	depth
LHA1	-34.435519	-19.092537	-24.615851	n/a	LHA	depth
LHA2	-36.721365	-14.684806	-24.765239	n/a	LHA	depth
LHA3	-39.007211	-10.277076	-24.914627	n/a	LHA	depth
LHA4	-41.293057	-5.869345	-25.064015	n/a	LHA	depth
LHA5	-43.578903	-1.461615	-25.213403	n/a	LHA	depth
LHA6	-45.864748	2.946116	-25.362791	n/a	LHA	depth
LHA7	-48.150594	7.353846	-25.512179	n/a	LHA	depth
LHA8	-50.436440	11.761576	-25.661567	n/a	LHA	depth
LHP1	-31.374614	-36.696128	-0.931450	n/a	LHP	depth
LHP2	-36.517405	-35.463923	-0.965565	n/a	LHP	depth
LHP3	-41.660197	-34.231719	-0.999681	n/a	LHP	depth
LHP4	-46.802989	-32.999514	-1.033797	n/a	LHP	depth
LHP5	-51.945781	-31.767309	-1.067913	n/a	LHP	depth
LHP6	-57.088572	-30.535105	-1.102029	n/a	LHP	depth
LHP7	-62.231364	-29.302900	-1.136145	n/a	LHP	depth
LHP8	-67.374156	-28.070695	-1.170261	n/a	LHP	depth
LI1	-29.016999	7.393714	-14.218484	n/a	LI	depth
LI2	-28.744992	4.236821	-9.904730	n/a	LI	depth
LI3	-28.472985	1.079928	-5.590975	n/a	LI	depth
LI4	-28.200979	-2.076965	-1.277220	n/a	LI	depth
LI5	-27.928972	-5.233858	3.036535	n/a	LI	depth
LI6	-27.656965	-8.390752	7.350290	n/a	LI	depth
LI7	-27.384958	-11.547645	11.664045	n/a	LI	depth
LI8	-27.112952	-14.704538	15.977800	n/a	LI	depth
LIFG1	0.118966	22.601266	28.912021	n/a	LIFG	depth
LIFG2	-4.910875	24.161488	28.681056	n/a	LIFG	depth
LIFG3	-9.940716	25.721710	28.450092	n/a	LIFG	depth
LIFG4	-14.970557	27.281932	28.219127	n/a	LIFG	depth
LIFG5	-20.000398	28.842153	27.988163	n/a	LIFG	depth
LIFG6	-25.030239	30.402375	27.757198	n/a	LIFG	depth
LIFG7	-30.060080	31.962597	27.526234	n/a	LIFG	depth
LIFG8	-35.089921	33.522819	27.295269	n/a	LIFG	depth
LM1	-6.924162	-40.061285	53.633552	n/a	LM	depth
LM2	-10.325354	-36.913241	51.274328	n/a	LM	depth
LM3	-13.726545	-33.765198	48.915104	n/a	LM	depth
LM4	-17.127736	-30.617155	46.555881	n/a	LM	depth
LM5	-20.528927	-27.469111	44.196657	n/a	LM	depth
LM6	-23.930118	-24.321068	41.837433	n/a	LM	depth
LM7	-27.331309	-21.173025	39.478209	n/a	LM	depth
LM8	-30.732500	-18.024981	37.118986	n/a	LM	depth
LM9	-34.133691	-14.876938	34.759762	n/a	LM	depth
LM10	-37.534882	-11.728895	32.400538	n/a	LM	depth
LM11	-40.936073	-8.580851	30.041315	n/a	LM	depth
LM12	-44.337264	-5.432808	27.682091	n/a	LM	depth
LPO1	-27.777177	-35.218638	15.907205	n/a	LPO	depth
LPO2	-32.944304	-34.606520	17.031517	n/a	LPO	depth
LPO3	-38.111432	-33.994402	18.155829	n/a	LPO	depth
LPO4	-43.278560	-33.382285	19.280141	n/a	LPO	depth
LPO5	-48.445687	-32.770167	20.404452	n/a	LPO	depth
LPO6	-53.612815	-32.158049	21.528764	n/a	LPO	depth
LPO7	-58.779942	-31.545932	22.653076	n/a	LPO	depth
LPO8	-63.947070	-30.933814	23.777388	n/a	LPO	depth
LSTG1	-40.421383	-18.272036	-6.348990	n/a	LSTG	depth
LSTG2	-45.513449	-17.748451	-4.844002	n/a	LSTG	depth
LSTG3	-50.605515	-17.224866	-3.339013	n/a	LSTG	depth
LSTG4	-55.697581	-16.701280	-1.834025	n/a	LSTG	depth
LSTG5	-60.789647	-16.177695	-0.329037	n/a	LSTG	depth
LSTG6	-65.881713	-15.654110	1.175952	n/a	LSTG	depth
LSTG7	-70.973779	-15.130525	2.680940	n/a	LSTG	depth
LSTG8	-76.065845	-14.606940	4.185928	n/a	LSTG	depth
RAN1	6.002998	-9.950013	8.733710	n/a	RAN	depth
RAN2	6.827827	-8.132559	10.437336	n/a	RAN	depth
RAN3	7.652655	-6.315104	12.140963	n/a	RAN	depth
RAN4	8.477484	-4.497649	13.844589	n/a	RAN	depth
RHA1	33.992910	-15.995852	-18.509453	n/a	RHA	depth
RHA2	37.611452	-12.510948	-19.631545	n/a	RHA	depth
RHA3	41.229994	-9.026045	-20.753637	n/a	RHA	depth
RHA4	44.848536	-5.541142	-21.875729	n/a	RHA	depth
RHA5	48.467078	-2.056238	-22.997821	n/a	RHA	depth
RHA6	52.085620	1.428665	-24.119913	n/a	RHA	depth
RHA7	55.704162	4.913569	-25.242005	n/a	RHA	depth
RHA8	59.322704	8.398472	-26.364097	n/a	RHA	depth
RHP1	34.790441	-34.068112	-0.417427	n/a	RHP	depth
RHP2	40.105915	-33.754011	-0.256538	n/a	RHP	depth
RHP3	45.421388	-33.439910	-0.095650	n/a	RHP	depth
RHP4	50.736862	-33.125809	0.065239	n/a	RHP	depth
RHP5	56.052335	-32.811709	0.226128	n/a	RHP	depth
RHP6	61.367809	-32.497608	0.387017	n/a	RHP	depth
RHP7	66.683283	-32.183507	0.547906	n/a	RHP	depth
RHP8	71.998756	-31.869406	0.708795	n/a	RHP	depth
RI1	45.398078	5.415952	-19.034117	n/a	RI	depth
RI2	44.789084	2.293172	-14.723106	n/a	RI	depth
RI3	44.180090	-0.829608	-10.412095	n/a	RI	depth
RI4	43.571097	-3.952388	-6.101084	n/a	RI	depth
RI5	42.962103	-7.075168	-1.790074	n/a	RI	depth
RI6	42.353109	-10.197948	2.520937	n/a	RI	depth
RI7	41.744115	-13.320729	6.831948	n/a	RI	depth
RI8	41.135122	-16.443509	11.142959	n/a	RI	depth
RIFG1	8.658998	26.767852	22.529801	n/a	RIFG	depth
RIFG2	13.875601	25.835331	22.370493	n/a	RIFG	depth
RIFG3	19.092204	24.902810	22.211185	n/a	RIFG	depth
RIFG4	24.308807	23.970289	22.051877	n/a	RIFG	depth
