name	x	y	z	size	group	type
LAH1	-18.290332	-6.158800	28.231593	n/a	LAH	depth
LAH2	-23.854316	-5.961841	27.116509	n/a	LAH	depth
LAH3	-29.418300	-5.764881	26.001426	n/a	LAH	depth
LAH4	-34.982283	-5.567921	24.886342	n/a	LAH	depth
LAH5	-40.546267	-5.370961	23.771259	n/a	LAH	depth
LAH6	-46.110251	-5.174001	22.656175	n/a	LAH	depth
LAH7	-51.674235	-4.977041	21.541092	n/a	LAH	depth
LAH8	-57.238219	-4.780082	20.426008	n/a	LAH	depth
LAH9	-62.802202	-4.583122	19.310925	n/a	LAH	depth
LAH10	-68.366186	-4.386162	18.195841	n/a	LAH	depth
LPH1	-20.434474	-19.645924	28.084860	n/a	LPH	depth
LPH2	-26.094694	-20.162811	28.050286	n/a	LPH	depth
LPH3	-31.754914	-20.679698	28.015713	n/a	LPH	depth
LPH4	-37.415134	-21.196585	27.981139	n/a	LPH	depth
LPH5	-43.075354	-21.713472	27.946565	n/a	LPH	depth
LPH6	-48.735573	-22.230359	27.911992	n/a	LPH	depth
LPH7	-54.395793	-22.747246	27.877418	n/a	LPH	depth
LPH8	-60.056013	-23.264134	27.842845	n/a	LPH	depth
RAH1	21.834739	5.159743	21.244205	n/a	RAH	depth
RAH2	27.411194	6.457722	21.774449	n/a	RAH	depth
RAH3	32.987649	7.755700	22.304694	n/a	RAH	depth
RAH4	38.564105	9.053679	22.834938	n/a	RAH	depth
RAH5	44.140560	10.351657	23.365182	n/a	RAH	depth
RAH6	49.717015	11.649635	23.895426	n/a	RAH	depth
RAH7	55.293470	12.947614	24.425671	n/a	RAH	depth
RAH8	60.869926	14.245592	24.955915	n/a	RAH	depth
RAT1	20.316084	16.632846	19.724307	n/a	RAT	depth
RAT2	23.188265	20.612798	23.873835	n/a	RAT	depth
RAT3	26.060446	24.592750	28.023362	n/a	RAT	depth
RAT4	28.932628	28.572702	32.172890	n/a	RAT	depth
RAT5	31.804809	32.552653	36.322418	n/a	RAT	depth
RAT6	34.676991	36.532605	40.471946	n/a	RAT	depth
RI1	36.487680	5.828849	1.225168	n/a	RI	depth
RI2	36.181179	1.811253	5.919269	n/a	RI	depth
RI3	35.874678	-2.206342	10.613369	n/a	RI	depth
RI4	35.568177	-6.223938	15.307470	n/a	RI	depth
RI5	35.261676	-10.241534	20.001571	n/a	RI	depth
RI6	34.955175	-14.259130	24.695672	n/a	RI	depth
RI7	34.648674	-18.276725	29.389772	n/a	RI	depth
RI8	34.342172	-22.294321	34.083873	n/a	RI	depth
RI9	34.035671	-26.311917	38.777974	n/a	RI	depth
RI10	33.729170	-30.329512	43.472075	n/a	RI	depth
RI11	33.422669	-34.347108	48.166175	n/a	RI	depth
RI12	33.116168	-38.364704	52.860276	n/a	RI	depth
RLA1	6.993037	23.851457	-1.496755	n/a	RLA	depth
RLA2	11.741997	27.049180	0.473724	n/a	RLA	depth
RLA3	16.490957	30.246903	2.444203	n/a	RLA	depth
RLA4	21.239917	33.444627	4.414682	n/a	RLA	depth
RLA5	25.988877	36.642350	6.385161	n/a	RLA	depth
RLA6	30.737837	39.840073	8.355640	n/a	RLA	depth
RLA7	35.486798	43.037796	10.326120	n/a	RLA	depth
RLA8	40.235758	46.235520	12.296599	n/a	RLA	depth
RLP1	9.114203	12.708649	-8.615391	n/a	RLP	depth
RLP2	14.045676	15.346811	-6.437456	n/a	RLP	depth
RLP3	18.977150	17.984973	-4.259521	n/a	RLP	depth
RLP4	23.908624	20.623135	-2.081586	n/a	RLP	depth
RLP5	28.840097	23.261297	0.096349	n/a	RLP	depth
RLP6	33.771571	25.899459	2.274284	n/a	RLP	depth
RLP7	38.703044	28.537620	4.452219	n/a	RLP	depth
RLP8	43.634518	31.175782	6.630154	n/a	RLP	depth
RLP9	48.565991	33.813944	8.808089	n/a	RLP	depth
RLP10	53.497465	36.452106	10.986024	n/a	RLP	depth
RMH1	33.616778	-40.282100	9.683461	n/a	RMH	depth
RMH2	39.135435	-38.814305	10.575369	n/a	RMH	depth
RMH3	44.654092	-37.346509	11.467278	n/a	RMH	depth
RMH4	50.172749	-35.878714	12.359186	n/a	RMH	depth
RMH5	55.691405	-34.410918	13.251095	n/a	RMH	depth
RMH6	61.210062	-32.943122	14.143004	n/a	RMH	depth
RMH7	66.728719	-31.475327	15.034912	n/a	RMH	depth
RMH8	72.247376	-30.007531	15.926821	n/a	RMH	depth
RPH1	35.570490	-54.873616	3.930057	n/a	RPH	depth
RPH2	41.219566	-54.248477	3.684297	n/a	RPH	depth
RPH3	46.868643	-53.623339	3.438538	n/a	RPH	depth
RPH4	52.517719	-52.998200	3.192778	n/a	RPH	depth
RPH5	58.166796	-52.373062	2.947018	n/a	RPH	depth
RPH6	63.815872	-51.747923	2.701259	n/a	RPH	depth
RPM1	-0.607614	0.206812	31.034422	n/a	RPM	depth
RPM2	4.679796	2.313491	32.508712	n/a	RPM	depth
RPM3	9.967207	4.420170	33.983001	n/a	RPM	depth
RPM4	15.254617	6.526849	35.457291	n/a	RPM	depth
RPM5	20.542028	8.633528	36.931580	n/a	RPM	depth
RPM6	25.829438	10.740207	38.405870	n/a	RPM	depth
RPM7	31.116849	12.846886	39.880159	n/a	RPM	depth
RPM8	36.404259	14.953565	41.354449	n/a	RPM	depth
RSTG1	29.939583	-23.062902	-31.893929	n/a	RSTG	depth
RSTG2	35.495892	-22.076852	-30.794807	n/a	RSTG	depth
RSTG3	41.052201	-21.090801	-29.695685	n/a	RSTG	depth
RSTG4	46.608510	-20.104751	-28.596564	n/a	RSTG	depth
RSTG5	52.164818	-19.118701	-27.497442	n/a	RSTG	depth
RSTG6	57.721127	-18.132650	-26.398320	n/a	RSTG	depth
RSTG7	63.277436	-17.146600	-25.299198	n/a	RSTG	depth
RSTG8	68.833744	-16.160549	-24.200076	n/a	RSTG	depth
