name	x	y	z	size	group	type
LCMT1	-21.853704	-26.024488	-10.068941	n/a	LCM	depth
LCMT2	-21.965191	-24.081076	-7.968980	n/a	LCM	depth
LCMT3	-22.076677	-22.137665	-5.869019	n/a	LCM	depth
LCMT4	-22.188164	-20.194253	-3.769059	n/a	LCM	depth
LANT1	-12.447813	-19.970862	-2.519370	n/a	LANT	depth
LANT2	-12.215268	-17.896701	-0.588865	n/a	LANT	depth
LANT3	-11.982724	-15.822541	1.341641	n/a	LANT	depth
LANT4	-11.750179	-13.748381	3.272146	n/a	LANT	depth
LI1	-35.890414	7.193670	-16.044164	n/a	LI	depth
LI2	-35.562517	3.592985	-11.838871	n/a	LI	depth
LI3	-35.234621	-0.007699	-7.633578	n/a	LI	depth
LI4	-34.906724	-3.608384	-3.428285	n/a	LI	depth
LI5	-34.578828	-7.209069	0.777008	n/a	LI	depth
LI6	-34.250931	-10.809753	4.982302	n/a	LI	depth
LI7	-33.923035	-14.410438	9.187595	n/a	LI	depth
LI8	-33.595138	-18.011122	13.392888	n/a	LI	depth
LI9	-33.267241	-21.611807	17.598181	n/a	LI	depth
LI10	-32.939345	-25.212491	21.803474	n/a	LI	depth
LI11	-32.611448	-28.813176	26.008768	n/a	LI	depth
LI12	-32.283552	-32.413860	30.214061	n/a	LI	depth
LFO1	-28.080855	24.964551	-3.349882	n/a	LFO	depth
LFO2	-33.423932	25.845975	-3.150116	n/a	LFO	depth
LFO3	-38.767008	26.727399	-2.950350	n/a	LFO	depth
LFO4	-44.110084	27.608822	-2.750584	n/a	LFO	depth
LFO5	-49.453160	28.490246	-2.550818	n/a	LFO	depth
LFO6	-54.796237	29.371670	-2.351052	n/a	LFO	depth
LSPT1	-47.132591	-63.391766	12.497500	n/a	LSPT	depth
LSPT2	-51.699810	-62.206944	15.472122	n/a	LSPT	depth
LSPT3	-56.267029	-61.022123	18.446743	n/a	LSPT	depth
LSPT4	-60.834249	-59.837301	21.421364	n/a	LSPT	depth
LSPT5	-65.401468	-58.652480	24.395986	n/a	LSPT	depth
LSPT6	-69.968687	-57.467658	27.370607	n/a	LSPT	depth
LIPT1	-34.504618	-70.721227	-7.509505	n/a	LIPT	depth
LIPT2	-39.734940	-70.036117	-6.078558	n/a	LIPT	depth
LIPT3	-44.965262	-69.351008	-4.647612	n/a	LIPT	depth
LIPT4	-50.195584	-68.665898	-3.216665	n/a	LIPT	depth
LIPT5	-55.425907	-67.980788	-1.785719	n/a	LIPT	depth
LIPT6	-60.656229	-67.295679	-0.354773	n/a	LIPT	depth
