name	x	y	z	size	type
A1	-29.7777551753409	-39.7852103828584	-22.4799597272937	n/a	ECOG
A2	-30.5418178532748	-31.2609641849595	-24.4007590146673	n/a	ECOG
A3	-25.8633281976585	-18.8961399641613	-30.093672093129	n/a	ECOG
A4	-25.0115517161837	-10.5910946603189	-33.7848031396034	n/a	ECOG
A5	-27.2143820551418	-2.17116686882539	-35.4571996151201	n/a	ECOG
A6	-24.5718565934456	4.55926232877494	-40.4546154892685	n/a	ECOG
A7	-32.1172419157604	9.82389499365083	-38.4602897900063	n/a	ECOG
A8	-37.2328544232669	18.7253223511997	-35.6739447280065	n/a	ECOG
A9	-42.636298648143	18.879775942412	-30.4236603730477	n/a	ECOG
A10	-45.3619619715134	18.392420784739	-22.0894047321089	n/a	ECOG
A11	-19.919269233422	-16.4226120823982	-29.3315079068177	n/a	ECOG
A12	-28.5551606607117	-17.1439354934948	-29.7746857943951	n/a	ECOG
A13	-41.3826547379462	-10.5917144198071	-38.6237973334805	n/a	ECOG
A14	-49.9082297152321	-8.2733266925258	-35.2221713917367	n/a	ECOG
A15	-48.9843302835554	-7.78491214568283	-33.8952003543009	n/a	ECOG
A16	-53.5336138424457	0.322256134306674	-31.3231115814823	n/a	ECOG
A17	-27.5427583003204	-56.268858859683	-16.5847352059896	n/a	ECOG
A18	-37.6702179774342	-51.9784394283423	-20.7205960734579	n/a	ECOG
A19	-51.6779519356337	-44.4436535995279	-23.577094104306	n/a	ECOG
A20	-53.7816453946517	-39.7643347093723	-24.6334148528592	n/a	ECOG
A21	-55.9611726927277	-34.3148089466479	-25.1082755959274	n/a	ECOG
A22	-57.6406870413147	-31.2375331712249	-24.3742825213695	n/a	ECOG
A23	-64.9142776540462	-21.0968903274344	-13.8728614830731	n/a	ECOG
A24	-64.9171220613006	-16.8896863216522	-13.4684938038756	n/a	ECOG
A25	-34.6470120730816	-85.4251037341636	-16.5379332282949	n/a	ECOG
A26	-35.9616533829862	-82.1543784787991	-15.4933634292759	n/a	ECOG
A27	-40.9141433664616	-71.8803724967393	-15.7229467122347	n/a	ECOG
A28	-53.2378048992797	-61.4340827660273	-4.52193389750412	n/a	ECOG
A29	-54.7391836204785	-57.8063292432951	-3.65567130705892	n/a	ECOG
A30	-63.0540427111939	-47.3998658967498	-3.29357879416691	n/a	ECOG
A31	-64.259661668099	-43.9908777582565	-3.25951317616366	n/a	ECOG
A32	-64.4361936838035	-36.3742819830875	-7.476355278827	n/a	ECOG
A33	-11.1446967438563	43.7065806510464	-24.5868057474994	n/a	ECOG
A34	-15.1934794720387	35.4594875284489	-23.2411708722979	n/a	ECOG
A35	-22.0720685318812	36.8951637050449	-12.8205931029864	n/a	ECOG
A36	-36.4034762401709	20.9235796845199	-18.0156016893835	n/a	ECOG
A37	-7.09167435953281	12.7510914258109	50.350899887085	n/a	ECOG
A38	-46.1942467862328	28.3767857455567	-12.0419076889153	n/a	ECOG
A39	-22.1148429768197	62.6936758847845	9.94846478352611	n/a	ECOG
