name	x	y	z	size	group	type
G1	34.159000	-53.151970	62.429065	n/a	G1	grid
G2	37.203039	-45.483394	64.498577	n/a	G1	grid
G3	38.658271	-35.017241	64.121478	n/a	G1	grid
G4	40.924163	-23.514907	64.563641	n/a	G1	grid
G5	43.568581	-10.276045	65.129157	n/a	G1	grid
G6	32.140772	-2.321973	49.487124	n/a	G1	grid
G7	32.246822	8.001017	47.487228	n/a	G1	grid
G8	31.178211	17.039820	44.233323	n/a	G1	grid
G9	42.031038	-55.438844	53.513653	n/a	G1	grid
G10	45.783165	-47.730472	54.730273	n/a	G1	grid
G11	50.371817	-38.288047	56.236665	n/a	G1	grid
G12	52.641343	-25.961882	55.380608	n/a	G1	grid
G13	54.284495	-12.313318	53.773127	n/a	G1	grid
G14	52.003462	0.942086	49.256827	n/a	G1	grid
G15	43.864129	9.407007	41.275224	n/a	G1	grid
G16	36.458007	14.294556	34.588479	n/a	G1	grid
G17	49.854558	-57.634699	44.539386	n/a	G1	grid
G18	55.210145	-50.442733	45.394058	n/a	G1	grid
G19	57.881161	-39.811483	44.303788	n/a	G1	grid
G20	61.014727	-27.927945	43.143305	n/a	G1	grid
G21	61.880338	-14.614741	40.665535	n/a	G1	grid
G22	61.053634	-1.184660	37.412739	n/a	G1	grid
G23	56.269337	10.075484	32.874556	n/a	G1	grid
G24	46.737913	15.849181	27.417368	n/a	G1	grid
G25	54.517594	-57.558052	34.364550	n/a	G1	grid
G26	60.518556	-50.849775	34.237059	n/a	G1	grid
G27	62.084375	-40.237196	32.270123	n/a	G1	grid
G28	64.808908	-29.102166	30.419971	n/a	G1	grid
G29	65.943703	-16.800861	27.968282	n/a	G1	grid
G30	65.380918	-4.229608	25.098880	n/a	G1	grid
G31	62.277587	7.312448	21.928472	n/a	G1	grid
G32	48.722599	11.448106	18.164007	n/a	G1	grid
G34	60.309649	-49.906895	22.856381	n/a	G2	strip
G35	62.978959	-41.021978	20.688760	n/a	G2	strip
G36	65.968272	-31.009879	18.245926	n/a	G2	strip
G37	66.582689	-19.599352	15.429152	n/a	G2	strip
G38	65.699323	-7.875975	12.517390	n/a	G2	strip
G39	62.394952	3.029075	9.779770	n/a	G2	strip
G40	55.400152	11.042493	7.714528	n/a	G2	strip
G43	63.189519	-41.424574	9.318380	n/a	G3	strip
G44	66.725616	-32.607291	6.019313	n/a	G3	strip
G45	69.588974	-22.166279	2.365429	n/a	G3	strip
G46	66.602499	-10.912818	-0.413606	n/a	G3	strip
G47	62.586246	-0.445881	-2.761998	n/a	G3	strip
G48	56.227310	7.999166	-4.061481	n/a	G3	strip
G52	67.170671	-34.008493	-3.149919	n/a	G4	strip
G53	66.457086	-24.782257	-6.867299	n/a	G4	strip
G54	66.026575	-14.738628	-11.040666	n/a	G4	strip
G55	61.838404	-4.506549	-13.921033	n/a	G4	strip
G56	53.867582	3.922455	-14.640516	n/a	G4	strip
G61	66.838071	-26.548865	-16.648542	n/a	G5	strip
G62	64.792898	-17.384333	-20.820072	n/a	G5	strip
G63	60.505862	-8.088787	-23.853302	n/a	G5	strip
G64	55.766781	0.870913	-26.448343	n/a	G5	strip
O1	3.920186	-84.768498	-12.123547	n/a	O	strip
O2	4.773449	-88.017194	-1.252249	n/a	O	strip
O3	7.005774	-91.269864	8.850466	n/a	O	strip
O4	11.237005	-93.494444	19.380523	n/a	O	strip
O5	16.643587	-92.582204	29.612896	n/a	O	strip
O6	23.174302	-87.465934	37.451557	n/a	O	strip
O7	28.866090	-81.280321	43.648273	n/a	O	strip
O8	34.151871	-72.978104	47.885280	n/a	O	strip
T1	25.241569	7.588030	-47.215305	n/a	T	strip
T2	34.438806	1.599545	-47.804535	n/a	T	strip
T3	42.899951	-2.390897	-44.788696	n/a	T	strip
T4	50.178603	-7.172409	-38.335751	n/a	T	strip
T5	57.851411	-11.966584	-31.921952	n/a	T	strip
T6	64.471203	-16.760494	-24.615494	n/a	T	strip
T7	67.914281	-21.935084	-15.512748	n/a	T	strip
T8	68.140376	-26.653285	-6.261994	n/a	T	strip
