name	x	y	z	size	group	type
G1	-61.450916	-50.622654	-11.227044	n/a	G	grid
G2	-65.004693	-42.575044	-11.814441	n/a	G	grid
G3	-68.050804	-32.740408	-12.221723	n/a	G	grid
G4	-68.315417	-20.967905	-11.752014	n/a	G	grid
G5	-64.445039	-8.691084	-10.055526	n/a	G	grid
G6	-61.486033	2.978150	-8.645242	n/a	G	grid
G7	-57.381766	13.653142	-6.916515	n/a	G	grid
G8	-55.574965	24.792989	-5.779736	n/a	G	grid
G9	-61.011867	-53.838220	-1.632092	n/a	G	grid
G10	-64.214343	-45.335845	-1.458389	n/a	G	grid
G11	-67.532614	-35.275040	-1.237074	n/a	G	grid
G12	-68.249081	-23.036045	-0.562894	n/a	G	grid
G13	-66.364735	-9.957800	0.493257	n/a	G	grid
G14	-61.943135	2.502716	1.845316	n/a	G	grid
G15	-58.014528	14.060381	3.097320	n/a	G	grid
G16	-56.116740	25.965360	4.150051	n/a	G	grid
G17	-59.298125	-56.466769	8.922912	n/a	G	grid
G18	-62.969114	-48.137495	9.845020	n/a	G	grid
G19	-64.932930	-37.292909	10.854359	n/a	G	grid
G20	-64.807616	-24.690136	11.876220	n/a	G	grid
G21	-64.705177	-11.475417	12.945244	n/a	G	grid
G22	-62.018207	1.870301	13.882167	n/a	G	grid
G23	-58.768745	14.561867	14.746773	n/a	G	grid
G24	-54.456603	25.847586	15.460536	n/a	G	grid
G25	-56.739679	-58.664380	20.001824	n/a	G	grid
G26	-60.485844	-50.466027	21.872635	n/a	G	grid
G27	-62.705733	-39.617895	23.598708	n/a	G	grid
G28	-65.057563	-27.276645	25.510492	n/a	G	grid
G29	-63.722025	-13.134735	26.612917	n/a	G	grid
G30	-60.201991	0.775263	27.103894	n/a	G	grid
G31	-55.192404	13.223198	27.046571	n/a	G	grid
G32	-51.137691	24.693568	27.154129	n/a	G	grid
G33	-53.358244	-60.307819	31.230629	n/a	G	grid
G34	-57.240388	-52.465037	34.224844	n/a	G	grid
G35	-60.477718	-42.159705	37.211630	n/a	G	grid
G36	-60.538359	-28.910141	38.944857	n/a	G	grid
G37	-58.759759	-14.766302	39.846971	n/a	G	grid
G38	-55.153616	-0.977316	39.760044	n/a	G	grid
G39	-51.694723	11.925775	39.629872	n/a	G	grid
G40	-46.958236	22.958463	38.591571	n/a	G	grid
G41	-48.945207	-61.015073	41.996846	n/a	G	grid
G42	-51.669172	-52.789366	45.420402	n/a	G	grid
G43	-54.029019	-42.604261	48.889940	n/a	G	grid
G44	-54.361997	-29.992851	51.132129	n/a	G	grid
G45	-50.361388	-16.060769	50.111971	n/a	G	grid
G46	-48.445388	-2.989215	50.622809	n/a	G	grid
G47	-45.003775	9.214809	49.756042	n/a	G	grid
G48	-40.941200	19.845245	48.111807	n/a	G	grid
G49	-41.632531	-58.456218	49.745805	n/a	G	grid
G50	-43.822648	-50.879577	53.569211	n/a	G	grid
G51	-45.428056	-41.372116	57.151798	n/a	G	grid
G52	-45.107428	-29.676505	58.985197	n/a	G	grid
G53	-43.155607	-17.196429	59.117657	n/a	G	grid
G54	-40.776394	-5.060078	58.686355	n/a	G	grid
G55	-37.814002	6.241277	57.396767	n/a	G	grid
G56	-35.038218	16.654927	56.083926	n/a	G	grid
G57	-35.306887	-56.248272	56.472170	n/a	G	grid
G58	-36.608161	-48.777215	59.957554	n/a	G	grid
G59	-37.055257	-39.532037	62.636653	n/a	G	grid
G60	-36.041849	-28.766366	63.460727	n/a	G	grid
G61	-34.684001	-17.820285	63.812574	n/a	G	grid
G62	-33.146822	-6.973465	63.845192	n/a	G	grid
G63	-31.278086	3.504622	63.218350	n/a	G	grid
G64	-29.261712	13.345741	62.091413	n/a	G	grid
ST1	-23.113510	18.174538	-35.552860	n/a	ST	grid
ST2	-32.563238	20.007185	-40.960403	n/a	ST	grid
ST3	-41.003526	17.206917	-39.050189	n/a	ST	grid
ST4	-48.138330	12.298610	-31.599638	n/a	ST	grid
ST5	-53.282068	5.749556	-24.708910	n/a	ST	grid
ST6	-57.250800	-0.562811	-16.160243	n/a	ST	grid
