name	x	y	z	size	group	type
G1	-28.644027	62.029114	16.491469	n/a	G	grid
G2	-29.290874	55.770082	24.701408	n/a	G	grid
G3	-29.907758	48.028798	33.194207	n/a	G	grid
G4	-31.358785	41.194967	42.469811	n/a	G	grid
G5	-30.62007	30.356517	49.741451	n/a	G	grid
G6	-29.756616	20.167703	56.304044	n/a	G	grid
G7	-29.664347	11.565447	63.804027	n/a	G	grid
G8	-26.882494	1.489791	66.868758	n/a	G	grid
G9	-33.707268	62.103038	7.245176	n/a	G	grid
G10	-36.080125	56.737997	16.08679	n/a	G	grid
G11	-37.888275	48.914296	25.637885	n/a	G	grid
G12	-39.281805	39.807967	35.354239	n/a	G	grid
G13	-39.842206	29.529942	44.576577	n/a	G	grid
G14	-39.619475	18.873522	52.85921	n/a	G	grid
G15	-39.409494	8.898344	60.787605	n/a	G	grid
G16	-34.554297	-2.431962	62.350933	n/a	G	grid
G17	-39.408773	60.509255	-3.354453	n/a	G	grid
G18	-43.413201	55.51483	5.635965	n/a	G	grid
G19	-46.316172	47.333672	15.892495	n/a	G	grid
G20	-48.00684	37.032914	26.44576	n/a	G	grid
G21	-48.752815	25.891396	36.583509	n/a	G	grid
G22	-48.859897	14.781929	45.971832	n/a	G	grid
G23	-47.81234	3.840315	53.93699	n/a	G	grid
G24	-44.296359	-6.650005	58.754552	n/a	G	grid
G25	-42.598948	52.739543	-13.225815	n/a	G	grid
G26	-48.462978	48.870993	-5.254236	n/a	G	grid
G27	-52.643311	41.113654	4.838438	n/a	G	grid
G28	-54.993169	30.793631	15.77298	n/a	G	grid
G29	-55.469877	19.195145	26.387539	n/a	G	grid
G30	-55.650044	8.1459	36.290389	n/a	G	grid
G31	-56.714667	-1.964303	46.054912	n/a	G	grid
G32	-54.903261	-12.002583	53.54879	n/a	G	grid
G33	-42.892165	41.131317	-20.60424	n/a	G	grid
G34	-51.347031	39.410357	-15.146179	n/a	G	grid
G35	-54.399507	30.276712	-5.073546	n/a	G	grid
G36	-58.601472	21.652375	5.032267	n/a	G	grid
G37	-59.599514	10.901005	15.715693	n/a	G	grid
G38	-62.634766	1.262136	26.260363	n/a	G	grid
G39	-64.198386	-8.732465	36.480249	n/a	G	grid
G40	-61.908957	-18.319128	44.574083	n/a	G	grid
G41	-37.812702	25.212403	-22.012612	n/a	G	grid
G42	-46.390915	23.835714	-19.024131	n/a	G	grid
G43	-51.145762	17.408414	-11.504519	n/a	G	grid
G44	-57.918774	11.107666	-3.788475	n/a	G	grid
G45	-64.664752	3.365634	5.408105	n/a	G	grid
G46	-67.336699	-6.247599	15.842096	n/a	G	grid
G47	-67.540622	-15.80457	25.815666	n/a	G	grid
G48	-67.27689	-24.518788	34.887241	n/a	G	grid
G49	-42.320214	21.295801	-32.023623	n/a	G	grid
G50	-49.69287	17.300373	-27.757286	n/a	G	grid
G51	-57.223314	11.794341	-21.922228	n/a	G	grid
G52	-63.972542	4.520926	-14.09611	n/a	G	grid
G53	-67.92279	-4.365785	-4.253474	n/a	G	grid
G54	-68.861652	-13.581534	6.214038	n/a	G	grid
G55	-68.984806	-22.09801	16.03395	n/a	G	grid
G56	-69.623797	-29.844387	25.112872	n/a	G	grid
G57	-44.32657	15.002818	-40.136143	n/a	G	grid
G58	-52.708669	10.680249	-36.526064	n/a	G	grid
G59	-58.126283	3.775694	-29.0822	n/a	G	grid
G60	-67.377273	-2.935717	-23.249256	n/a	G	grid
G61	-70.807253	-11.612443	-13.215607	n/a	G	grid
G62	-72.895372	-20.142565	-2.894611	n/a	G	grid
G63	-70.982187	-27.588951	7.456866	n/a	G	grid
G64	-70.279925	-33.951317	16.451908	n/a	G	grid
