name	x	y	z	size	group	type
G1	-62.558269	-52.303106	16.860131	n/a	GA	grid
G2	-64.293011	-45.478841	9.973778	n/a	GA	grid
G3	-66.168692	-38.120730	2.558122	n/a	GA	grid
G4	-66.101628	-29.594390	-4.782033	n/a	GA	grid
G5	-64.886744	-20.766521	-11.742785	n/a	GA	grid
G6	-62.250529	-12.101599	-17.773213	n/a	GA	grid
G7	-59.261418	-4.059004	-23.073825	n/a	GA	grid
G8	-54.446870	2.778026	-26.325347	n/a	GA	grid
G9	-62.469561	-48.290825	24.472379	n/a	GA	grid
G10	-65.038469	-41.424406	17.669873	n/a	GA	grid
G11	-66.827386	-33.460150	10.229460	n/a	GA	grid
G12	-66.775778	-24.487477	2.615427	n/a	GA	grid
G13	-64.427838	-15.225925	-4.394299	n/a	GA	grid
G14	-61.824466	-6.466312	-10.883769	n/a	GA	grid
G15	-58.925847	1.651359	-16.721639	n/a	GA	grid
G16	-54.407783	8.470541	-20.863222	n/a	GA	grid
G17	-60.982346	-43.283447	32.207413	n/a	GA	grid
G18	-64.454724	-36.434627	25.889291	n/a	GA	grid
G19	-66.722506	-28.155142	18.587066	n/a	GA	grid
G20	-66.371519	-18.769850	10.813549	n/a	GA	grid
G21	-62.796401	-9.409204	3.615277	n/a	GA	grid
G22	-60.831394	-0.600117	-3.399852	n/a	GA	grid
G23	-57.494336	7.352972	-9.466120	n/a	GA	grid
G24	-53.575955	14.187517	-14.501678	n/a	GA	grid
G25	-60.697787	-38.732301	40.579839	n/a	GA	grid
G26	-63.420264	-31.053956	34.415049	n/a	GA	grid
G27	-63.605209	-21.990513	27.019069	n/a	GA	grid
G28	-63.543844	-12.665808	19.398365	n/a	GA	grid
G29	-61.953648	-3.357564	11.732883	n/a	GA	grid
G30	-59.408075	5.400415	4.481560	n/a	GA	grid
G31	-55.555767	12.989237	-1.861965	n/a	GA	grid
G32	-51.609423	19.499361	-7.324183	n/a	GA	grid
G33	-59.506623	-33.575245	48.976238	n/a	GA	grid
G34	-61.557278	-25.291914	42.928861	n/a	GA	grid
G35	-61.774706	-16.059460	35.632487	n/a	GA	grid
G36	-62.196447	-6.524643	28.140340	n/a	GA	grid
G37	-61.514476	3.104758	20.283526	n/a	GA	grid
G38	-58.470094	11.796564	12.562607	n/a	GA	grid
G39	-54.512200	19.208332	5.632153	n/a	GA	grid
G40	-52.537984	27.016232	-1.083083	n/a	GA	grid
G41	-54.362629	-27.156932	54.821393	n/a	GA	grid
G42	-57.054779	-19.128111	49.987893	n/a	GA	grid
G43	-57.355618	-10.115497	43.172015	n/a	GA	grid
G44	-58.475075	-0.624697	36.373769	n/a	GA	grid
G45	-57.324116	8.664121	28.601676	n/a	GA	grid
G46	-56.734717	18.121873	20.982241	n/a	GA	grid
G47	-54.098491	26.211101	13.426772	n/a	GA	grid
G48	-52.369644	34.487266	6.214897	n/a	GA	grid
G49	-39.201975	-30.417244	67.984173	n/a	GB	grid
G50	-41.665066	-22.385621	64.780098	n/a	GB	grid
G51	-44.092444	-13.453205	60.955730	n/a	GB	grid
G52	-47.589554	-3.602876	57.577464	n/a	GB	grid
G53	-48.849991	6.486528	51.805596	n/a	GB	grid
G54	-51.213979	17.330593	46.603534	n/a	GB	grid
G55	-50.111329	26.045558	39.405378	n/a	GB	grid
G56	-49.438896	34.381198	32.852274	n/a	GB	grid
G57	-30.147170	-26.978227	71.066949	n/a	GB	grid
G58	-33.410617	-18.726959	69.805036	n/a	GB	grid
G59	-36.730934	-9.358493	67.791728	n/a	GB	grid
G60	-37.499434	0.312279	61.795818	n/a	GB	grid
G61	-41.536677	11.681126	59.356348	n/a	GB	grid
G62	-42.965912	22.329718	53.612014	n/a	GB	grid
G63	-42.790738	31.466298	46.627161	n/a	GB	grid
G64	-41.257593	38.378406	39.296727	n/a	GB	grid
SF1	1.204119	56.671908	-4.334967	n/a	SF	strip
SF2	-5.455491	62.527166	-3.413643	n/a	SF	strip
SF3	-12.547127	62.070539	-0.482014	n/a	SF	strip
SF4	-19.644455	60.519558	2.770850	n/a	SF	strip
SF5	-26.643843	58.476805	6.128408	n/a	SF	strip
SF6	-33.247691	55.658939	9.555809	n/a	SF	strip
SF7	-38.142809	50.361249	13.031736	n/a	SF	strip
SF8	-41.894324	44.674283	16.169837	n/a	SF	strip
